brand,currency,min_price,rating,five_star_scale_rating,ratings_count,condition_label,condition_description,seller_note,processor,screen_size_inches,manufacturer_color,color,hard_drive_size,hard_drive_size_unit,ram_size,ram_size_unit,ssd_size,ssd_size_unit,gpu_type,processor_speed,processor_speed_unit,laptop_type,release_year,display_width,display_height,model,os,features,country_of_manufacturer,storage_type
unknown,$,128.1,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
lenovo,$,199.99,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_2_duo,14.1,other,other,160.0,gigabytes,,,,,unknown,2.4,GHz,laptop,,,,276711y,windows,,unknown,unknown
dell,$,442.85,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_6th_generation,12.0,other,other,,unknown,,,240.0,gigabytes,intel,2.8,GHz,laptop,,,,e7270,windows,"10/100lancard,webcamintegrated,wi-fi,touchscreen,bluetooth",unknown,unknown
lenovo,$,280.0,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i7_10th_gen,14.0,other,gray,256.0,gigabytes,8.0,gigabytes,256.0,gigabytes,intel,1.8,GHz,laptop,2020,1920,1080,lenovo_thinkpad_e14,windows,"bluetooth,built-inmicrophone,built-inwebcam,wi-fi",unknown,ssd
unknown,$,747.73,,,,open_box,"An item in excellent, new condition with no wear.
    The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed.
    The item includes original accessories and may be a factory second.",,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
unknown,$,877.99,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,does_not_apply,,other,gray,,,,,,,unknown,,unknown,other,,,,,windows,,unknown,unknown
dell,$,259.95,4_out_of_5_stars,4.0,1,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.","“See photos for condition, signs of normal wear and tear. No charger included!”",intel_core_i7_6th_gen,15.6,other,silver,,,32.0,gigabytes,256.0,gigabytes,other,2.7,GHz,laptop,,1920,1080,dell_precision_5520,windows,,unknown,ssd
intel,$,1779.54,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,intel_core_i7_11th_gen,14.2,other,other,2.0,gigabytes,32.0,gigabytes,1.0,terabytes,unknown,,unknown,unknown,,,,,unknown,,unknown,ssd
lenovo,$,419.0,,,,no_label,No description,,intel_core_i5_11th_gen,15.6,other,blue,,,8.0,gigabytes,512.0,gigabytes,intel,,unknown,laptop,,1920,1080,lenovo_ideapad_5,windows,"bluetooth,built-inwebcam,wi-fi,built-inmicrophone",unknown,ssd
dell,$,29.99,,,,for_parts_or_not_working,"An item that does not function as intended and is not fully operational.
    This includes items that are defective in ways that render them difficult to use, items that require service or repair, or items missing essential components.",,intel_core_2_duo,14.0,other,black,80.0,gigabytes,2.0,gigabytes,,,unknown,2.8,GHz,unknown,,,,dell_latitude_e6400,windows,,unknown,ssd
fujitsu_siemens,$,390.83,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i3_4th_generation,13.0,other,other,,unknown,,,240.0,gigabytes,intel,2.0,GHz,laptop,,1280,720,e734,windows,"10/100lancard,webcamintegrated,wi-fi,bluetooth",unknown,ssd
unknown,$,363.33,,,,seller_refurbished,"The item has been restored to working order by the eBay seller or a third party.
    This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition.
    This item may or may not be in original packaging.",,,,other,other,,,,,,,intel,,unknown,pc,,,,,unknown,,unknown,unknown
unknown,$,329.7,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,,,other,other,,,,,,,unknown,,unknown,other,,,,,unknown,,unknown,unknown
dell,$,125.27,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,intel_celeron_n,11.6,other,other,,,4.0,gigabytes,64.0,gigabytes,intel,1.1,GHz,laptop,2021,1366,768,dell_latitude_3190,windows,"bluetooth,built-inmicrophone,built-inwebcam,widescreendisplay,wi-fi",unknown,emmc
lenovo,$,687.06,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,intel_core_i5_​​12th_generation,15.0,other,other,,unknown,,,256.0,gigabytes,intel,3.0,GHz,laptop,,,,v15_g3,other,"webcamintegrated,wi-fi,bluetooth",unknown,ssd
dell,$,1463.37,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_6th_generation,12.0,other,black,,unknown,,,4.0,terabytes,intel,2.8,GHz,laptop,,,,e7270,windows,"touchscreen,10/100lancard,bluetooth,lte,backlitkeyboard,webcamintegrated,wi-fi",unknown,unknown
lenovo,$,269.69,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",“These units are fully functional and have all necessary accessories including a new Operating ...  Read moreabout the seller notes“These units are fully functional and have all necessary accessories including a new Operating System.” Read Lessabout the seller notes,8650u,14.0,other,black,,unknown,16.0,gigabytes,256.0,gigabytes,intel,1.9,GHz,other,2018,1366,768,thinkpad_t480s,windows,"bluetooth,wi-fi",united_states,unknown
unknown,$,852.24,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,,,other,black,,,,,,,intel,,unknown,unknown,,,,,unknown,,unknown,unknown
dell,$,422.01,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i5_6th_generation,12.0,other,other,,unknown,,,240.0,gigabytes,intel,2.8,GHz,laptop,,,,e7270,windows,"touchscreen,10/100lancard,bluetooth,backlitkeyboard,webcamintegrated,wi-fi",unknown,unknown
unknown,$,111.53,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
dell,$,89.9,,,,good_refurbished,"The item shows moderate wear and is backed by a one-year warranty.
    It is fully functional and has been professionally refurbished, inspected, and cleaned to good condition by qualified sellers.
    The item includes original or new accessories and will come in a new generic packaging.","“Professionally refurbished and tested, working. 1-Year Allstate warranty. See description.”",intel_celeron,11.6,other,other,,,4.0,gigabytes,32.0,gigabytes,intel,2.48,GHz,laptop,,1366,768,dell_chromebook_11_3189,chrome,"bluetooth,built-inmicrophone,built-inwebcam,touchscreen,wi-fi,tabletpc",unknown,ssd
dell,$,199.0,,,,good_refurbished,"The item shows moderate wear and is backed by a one-year warranty.
    It is fully functional and has been professionally refurbished, inspected, and cleaned to good condition by qualified sellers.
    The item includes original or new accessories and will come in a new generic packaging.",“Good condition - Warranty Included!”,intel_core,13.0,other,other,,,,,,,unknown,,unknown,unknown,,,,,windows,,unknown,unknown
lg,$,116.53,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,does_not_apply,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
dell,$,439.99,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",“Excellent working condition. with AC Adapter”,intel_core_i7_9850h,15.6,other,silver,1.0,unknown,16.0,gigabytes,1.0,terabytes,unknown,2.6,GHz,laptop,,1920,1080,precision_5540,windows,"dellprecision554015.6”fhdlaptopcorei7-9850h2.6ghz32gbra,1tbssd•dellprecision5540•intelcorei7-9850hhexa-corepro",unknown,ssd
unknown,$,559.16,,,,seller_refurbished,"The item has been restored to working order by the eBay seller or a third party.
    This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition.
    This item may or may not be in original packaging.",,,,other,other,,,,,,,intel,,unknown,unknown,,,,,unknown,,unknown,unknown
unknown,$,278.71,,,,seller_refurbished,"The item has been restored to working order by the eBay seller or a third party.
    This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition.
    This item may or may not be in original packaging.",,,,other,black,,,,,,,intel,,unknown,unknown,,,,,unknown,,unknown,unknown
fujitsu_siemens,$,346.84,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.",,intel_core_i3_4th_generation,14.0,other,other,,unknown,,,120.0,gigabytes,intel,2.0,GHz,laptop,,1280,720,e544,windows,"10/100lancard,webcamintegrated,wi-fi,opticaldrive,bluetooth",unknown,ssd
innolux,$,91.33,,,,new,"A brand-new, unused, unopened, undamaged item in its original packaging.
    Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.",,does_not_apply,,other,other,,,,,,,unknown,,unknown,unknown,,,,,unknown,,unknown,unknown
intel,$,384.77,,,,used,"An item that has been used previously.
    The item may have some signs of cosmetic wear but is fully operational and functions as intended.
    This item may be a floor model or store return that has been used.","“Operation confirmed. 
There are scratches and stains on the main unit.
We will clean it before ...  Read moreabout the seller notes“Operation confirmed. 
There are scratches and stains on the main unit.
We will clean it before shipping.” Read Lessabout the seller notes",intel_celeron,7.0,other,silver,,,8.0,gigabytes,,,unknown,1.5,GHz,laptop,,,,gpd_pocket,windows,touchscreen,china,ssd
